2/11/2025, 9:56:59 AM | INFO | HTTP POST / 400 | DATA: {"headers":{"host":"127.0.0.1:63697","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"101","connection":"close"},"params":{},"query":{},"body":{"weightLimit":600,"questState":"resting","items":["6796460f9f51605cfbf77f43"],"missionsCompleted":0}}
2/13/2025, 4:12:28 PM | INFO | HTTP GET /most-completed 200 | DATA: {"headers":{"host":"127.0.0.1:54266","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:12:29 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:54268","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"27","connection":"close"},"params":{},"query":{},"body":{"name":"item5","weight":2}}
2/13/2025, 4:12:29 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54277","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:12:30 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54283","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:13:56 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:54299","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"101","connection":"close"},"params":{},"query":{},"body":{"weightLimit":600,"questState":"resting","items":["6796460f9f51605cfbf77f43"],"missionsCompleted":0}}
2/13/2025, 4:13:56 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54308","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:13:56 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54311","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:13:56 PM | INFO | HTTP POST /load 200 | DATA: {"headers":{"host":"127.0.0.1:54313","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"77","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae0c34dc4025651e448400","itemIds":["6797ce58362cfa6baa00e34c"]}}
2/13/2025, 4:13:56 PM | INFO | HTTP POST /start-mission 200 | DATA: {"headers":{"host":"127.0.0.1:54315","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae0c34dc4025651e448400"}}
2/13/2025, 4:13:56 PM | INFO | HTTP POST /end-mission 200 | DATA: {"headers":{"host":"127.0.0.1:54317","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae0c34dc4025651e448400"}}
2/13/2025, 4:13:56 PM | INFO | HTTP GET /most-completed 200 | DATA: {"headers":{"host":"127.0.0.1:54319","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:13:57 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:54321","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"27","connection":"close"},"params":{},"query":{},"body":{"name":"item5","weight":2}}
2/13/2025, 4:13:57 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54330","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:13:57 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54333","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:33:17 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:54590","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"101","connection":"close"},"params":{},"query":{},"body":{"weightLimit":600,"questState":"resting","items":["6796460f9f51605cfbf77f43"],"missionsCompleted":0}}
2/13/2025, 4:33:17 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54602","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:33:17 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54604","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:33:17 PM | INFO | HTTP POST /load 200 | DATA: {"headers":{"host":"127.0.0.1:54606","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"77","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae10bd3f98902fc29908f5","itemIds":["6797ce58362cfa6baa00e34c"]}}
2/13/2025, 4:33:17 PM | INFO | HTTP POST /start-mission 200 | DATA: {"headers":{"host":"127.0.0.1:54608","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae10bd3f98902fc29908f5"}}
2/13/2025, 4:33:17 PM | INFO | HTTP POST /end-mission 200 | DATA: {"headers":{"host":"127.0.0.1:54610","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae10bd3f98902fc29908f5"}}
2/13/2025, 4:33:17 PM | INFO | HTTP GET /most-completed 200 | DATA: {"headers":{"host":"127.0.0.1:54612","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:33:18 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:54614","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"27","connection":"close"},"params":{},"query":{},"body":{"name":"item5","weight":2}}
2/13/2025, 4:33:18 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54623","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:33:19 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54626","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:34:06 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:54641","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"101","connection":"close"},"params":{},"query":{},"body":{"weightLimit":600,"questState":"resting","items":["6796460f9f51605cfbf77f43"],"missionsCompleted":0}}
2/13/2025, 4:34:06 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54650","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:34:06 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54653","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:34:06 PM | INFO | HTTP POST /load 200 | DATA: {"headers":{"host":"127.0.0.1:54655","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"77","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae10eec359a7ef044670c1","itemIds":["6797ce58362cfa6baa00e34c"]}}
2/13/2025, 4:34:06 PM | INFO | HTTP POST /start-mission 200 | DATA: {"headers":{"host":"127.0.0.1:54657","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae10eec359a7ef044670c1"}}
2/13/2025, 4:34:06 PM | INFO | HTTP POST /end-mission 200 | DATA: {"headers":{"host":"127.0.0.1:54659","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae10eec359a7ef044670c1"}}
2/13/2025, 4:34:06 PM | INFO | HTTP GET /most-completed 200 | DATA: {"headers":{"host":"127.0.0.1:54661","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:34:07 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:54663","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"27","connection":"close"},"params":{},"query":{},"body":{"name":"item5","weight":2}}
2/13/2025, 4:34:07 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54673","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:34:07 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54677","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:34:49 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:54688","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"101","connection":"close"},"params":{},"query":{},"body":{"weightLimit":600,"questState":"resting","items":["6796460f9f51605cfbf77f43"],"missionsCompleted":0}}
2/13/2025, 4:34:49 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54698","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:34:49 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54702","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:34:49 PM | INFO | HTTP POST /load 200 | DATA: {"headers":{"host":"127.0.0.1:54704","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"77","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae111941308dee14e010ef","itemIds":["6797ce58362cfa6baa00e34c"]}}
2/13/2025, 4:34:49 PM | INFO | HTTP POST /start-mission 200 | DATA: {"headers":{"host":"127.0.0.1:54706","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae111941308dee14e010ef"}}
2/13/2025, 4:34:49 PM | INFO | HTTP POST /end-mission 200 | DATA: {"headers":{"host":"127.0.0.1:54708","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae111941308dee14e010ef"}}
2/13/2025, 4:34:49 PM | INFO | HTTP GET /most-completed 200 | DATA: {"headers":{"host":"127.0.0.1:54710","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:34:49 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54712","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:34:50 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:54722","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"27","connection":"close"},"params":{},"query":{},"body":{"name":"item5","weight":2}}
2/13/2025, 4:34:50 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54731","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:50:12 PM | INFO | HTTP POST / 400 | DATA: {"headers":{"host":"127.0.0.1:54890","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"101","connection":"close"},"params":{},"query":{},"body":{"weightLimit":600,"questState":"resting","items":["6796460f9f51605cfbf77f43"],"missionsCompleted":0}}
2/13/2025, 4:50:17 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54892","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:50:17 PM | INFO | HTTP POST /start-mission 400 | DATA: {"headers":{"host":"127.0.0.1:54896","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"2","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:50:17 PM | INFO | HTTP POST /end-mission 400 | DATA: {"headers":{"host":"127.0.0.1:54898","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"2","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:50:22 PM | INFO | HTTP GET / 400 | DATA: {"headers":{"host":"127.0.0.1:54894","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:50:27 PM | INFO | HTTP GET /most-completed 400 | DATA: {"headers":{"host":"127.0.0.1:54900","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:50:47 PM | INFO | HTTP POST / 400 | DATA: {"headers":{"host":"127.0.0.1:54904","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"27","connection":"close"},"params":{},"query":{},"body":{"name":"item5","weight":2}}
2/13/2025, 4:50:52 PM | INFO | HTTP GET / 400 | DATA: {"headers":{"host":"127.0.0.1:54906","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:51:03 PM | INFO | HTTP GET / 400 | DATA: {"headers":{"host":"127.0.0.1:54908","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:52:39 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:54929","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"101","connection":"close"},"params":{},"query":{},"body":{"weightLimit":600,"questState":"resting","items":["6796460f9f51605cfbf77f43"],"missionsCompleted":0}}
2/13/2025, 4:52:39 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54938","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:52:39 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54941","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:52:39 PM | INFO | HTTP POST /load 200 | DATA: {"headers":{"host":"127.0.0.1:54943","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"77","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae1547c6ddae4cc6bd861b","itemIds":["6797ce58362cfa6baa00e34c"]}}
2/13/2025, 4:52:39 PM | INFO | HTTP POST /start-mission 200 | DATA: {"headers":{"host":"127.0.0.1:54945","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae1547c6ddae4cc6bd861b"}}
2/13/2025, 4:52:39 PM | INFO | HTTP POST /end-mission 200 | DATA: {"headers":{"host":"127.0.0.1:54947","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae1547c6ddae4cc6bd861b"}}
2/13/2025, 4:52:39 PM | INFO | HTTP GET /most-completed 200 | DATA: {"headers":{"host":"127.0.0.1:54949","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:52:39 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:54951","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"27","connection":"close"},"params":{},"query":{},"body":{"name":"item5","weight":2}}
2/13/2025, 4:52:39 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54961","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 4:52:40 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:54965","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 5:13:36 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:55226","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"101","connection":"close"},"params":{},"query":{},"body":{"weightLimit":600,"questState":"resting","items":["6796460f9f51605cfbf77f43"],"missionsCompleted":0}}
2/13/2025, 5:13:36 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:55236","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 5:13:36 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:55240","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 5:13:36 PM | INFO | HTTP POST /load 200 | DATA: {"headers":{"host":"127.0.0.1:55242","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"77","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae1a3056864ca2304380ef","itemIds":["6797ce58362cfa6baa00e34c"]}}
2/13/2025, 5:13:36 PM | INFO | HTTP POST /start-mission 200 | DATA: {"headers":{"host":"127.0.0.1:55244","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae1a3056864ca2304380ef"}}
2/13/2025, 5:13:36 PM | INFO | HTTP POST /end-mission 200 | DATA: {"headers":{"host":"127.0.0.1:55246","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"38","connection":"close"},"params":{},"query":{},"body":{"MoverId":"67ae1a3056864ca2304380ef"}}
2/13/2025, 5:13:36 PM | INFO | HTTP GET /most-completed 200 | DATA: {"headers":{"host":"127.0.0.1:55248","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 5:13:36 PM | INFO | HTTP POST / 201 | DATA: {"headers":{"host":"127.0.0.1:55250","accept-encoding":"gzip, deflate","content-type":"application/json","content-length":"27","connection":"close"},"params":{},"query":{},"body":{"name":"item5","weight":2}}
2/13/2025, 5:13:36 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:55260","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
2/13/2025, 5:13:37 PM | INFO | HTTP GET / 200 | DATA: {"headers":{"host":"127.0.0.1:55264","accept-encoding":"gzip, deflate","connection":"close"},"params":{},"query":{},"body":{}}
